open_covid_region_code,date,symptom:Allergic conjunctivitis,symptom:Angular cheilitis,symptom:Aphonia,symptom:Auditory hallucination,symptom:Burning Chest Pain,symptom:Clouding of consciousness,symptom:Crackles,symptom:Crepitus,symptom:Depersonalization,symptom:Dysautonomia,symptom:Epiphora,symptom:Hemolysis,symptom:Laryngitis,symptom:Myoclonus,symptom:Nasal polyp,symptom:Polydipsia,symptom:Pulmonary edema,symptom:Rectal pain,symptom:Rumination,symptom:Shallow breathing,symptom:Stridor,symptom:Urinary urgency,symptom:Ventricular fibrillation,symptom:Viral pneumonia,hospitalizations
US-ME,2020-03-30,1.132585751978892,0.6592920353982301,0.7733746130030961,,1.6072847682119205,,1.5283620140216698,,,0.6530181511186154,,1.3329073482428115,1.3199436222692038,0.928759894459103,,1.2528428093645485,,0.7539851222104144,,2.047207446808511,1.4809951624049758,0.9224629418472065,0.8499697519661222,4.046309696092619,86.0
US-ME,2020-04-06,1.2262532981530343,0.7610619469026549,0.8154798761609908,,1.1920529801324504,,1.3709369024856597,,,0.5500211059518784,,1.3744408945686901,1.3925299506694857,1.0427440633245384,,1.1846153846153846,,0.9564293304994687,,1.6735372340425534,1.65860400829302,0.709236031927024,0.9116757410768299,2.837916063675832,34.0
US-ME,2020-04-13,0.816622691292876,1.0940265486725664,0.855108359133127,,1.1496688741721854,,1.079668578712556,,,0.7150696496411988,,1.3277955271565496,0.8625792811839323,1.2089709762532983,,1.1331103678929768,,0.8092454835281615,,1.4381648936170213,0.9343469246717345,0.998289623717218,0.9473684210526315,2.3270622286541243,16.0
US-ME,2020-04-20,1.1536939313984167,1.0,0.6185758513931889,,1.119205298013245,,1.2931803696622053,,,0.7695230054875475,,1.2677316293929712,1.2015503875968994,1.0548812664907652,,0.9438127090301004,,1.0,,1.3490691489361701,1.1278507256392536,0.9720638540478906,0.6581972171808832,1.7018813314037626,23.0
US-ME,2020-04-27,0.9940633245382586,0.9209070796460177,0.5065015479876162,,0.9602649006622517,,1.0522625876354368,,,0.7695230054875475,,1.2568690095846646,0.9506694855532065,0.9013192612137203,,1.1043478260869566,,0.8926673751328374,,0.9448138297872342,1.2204561161022804,0.8757126567844926,0.9292196007259527,1.496382054992764,24.0
US-ME,2020-05-04,1.103562005277045,0.989491150442478,0.8575851393188855,,0.9649006622516557,,1.4710006373486297,,,0.8159560996200927,,1.419808306709265,1.0676532769556026,0.8680738786279684,,0.8394648829431439,,1.0116896918172156,,1.189494680851064,1.1962681409813405,1.0689851767388827,0.8638838475499092,1.4616497829232995,16.0
US-ME,2020-05-11,1.1147757255936674,0.9834070796460178,0.7461300309597524,,1.090066225165563,,0.7680050987890377,,,0.7691008864499788,,0.9111821086261981,0.6215644820295984,0.6591029023746702,,0.9538461538461539,,1.030818278427205,,1.1529255319148937,1.0663441603317207,0.8546180159635121,0.5420447670901392,1.0,17.0
US-ME,2020-05-18,1.8060686015831133,0.8750000000000001,0.42352941176470593,,0.8258278145695365,,0.804333970681963,,,0.8666103841283241,,0.8651757188498402,0.6215644820295984,1.091292875989446,,1.0173913043478262,,0.9537725823591923,,0.9707446808510639,1.0511402902557014,0.7194982896237172,0.8650937689050212,0.9030390738060782,36.0
US-ME,2020-05-25,2.007915567282322,0.7876106194690267,0.7058823529411765,,0.6456953642384106,,0.621414913957935,,,0.8733642887294217,,1.1399361022364216,0.46511627906976744,0.8226912928759895,,0.7424749163879599,,0.9798087141339001,,0.9275265957446809,0.9122322045611609,1.0,0.9068360556563823,,31.0
US-ME,2020-06-01,1.1635883905013193,0.836283185840708,0.6148606811145512,,0.8245033112582781,,0.6424474187380498,,,0.857323765301815,,0.8715654952076678,0.8985200845665963,0.8686015831134566,,0.7638795986622073,,0.9373007438894793,,0.8577127659574468,0.8811333794056668,0.8962371721778792,0.8433151845130066,0.9232995658465991,15.0
US-ME,2020-06-08,1.0230870712401055,0.7494469026548674,0.5876160990712075,,0.7582781456953642,,0.9789674952198852,,,1.0996200928661883,,0.8370607028753994,0.7639182522903454,1.1282321899736147,,0.6548494983277592,,0.9442082890541976,,0.8510638297872342,0.9889426399447132,0.8928164196123147,1.6581972171808832,,16.0
US-ME,2020-06-15,1.4096306068601583,0.7909292035398231,0.5808049535603717,,0.6112582781456954,,0.8425748884639899,,,1.0772477838750527,,0.8939297124600639,1.029598308668076,0.9250659630606861,,0.7096989966555184,,1.1599362380446332,,0.8789893617021277,0.9564616447823082,1.017103762827822,1.6091954022988506,0.934876989869754,22.0
US-ME,2020-06-22,1.2816622691292876,0.36393805309734517,0.4532507739938081,,0.9403973509933775,,1.0,,,0.48585901224145206,,0.5348242811501597,0.9055673009161381,1.2538258575197891,,1.0,,1.0563230605738576,,1.0332446808510638,0.9502418797512093,1.0992018244013684,1.4646098003629764,,10.0
US-ME,2020-06-29,1.1154353562005277,0.9513274336283186,0.7919504643962848,,1.2264900662251657,,0.7029955385595921,,,1.1295905445335586,,0.8645367412140574,0.7047216349541932,0.9467018469656993,,0.9050167224080268,,0.9606801275239106,,0.9188829787234043,1.0670352453351761,1.1316989737742305,1.1119177253478523,1.0217076700434153,13.0
US-ME,2020-07-06,0.8443271767810027,1.097345132743363,0.6321981424148608,,1.0,,0.9069471000637349,,,0.946813001266357,,0.8728434504792332,1.266384778012685,0.8728232189973615,,1.0387959866220735,,0.9628055260361318,,1.1090425531914894,0.7747062888735314,1.0079817559863171,1.0871143375680579,0.9985528219971057,12.0
US-ME,2020-07-13,0.9346965699208443,0.8877212389380532,0.8328173374613004,,1.043708609271523,,0.691523263224984,,,1.147741663149008,,0.9610223642172523,0.8562367864693446,1.0,,0.9384615384615385,,1.0217853347502657,,1.0,0.9295093296475465,1.096351197263398,1.1113127646702965,1.0260492040520983,4.0
US-ME,2020-07-20,1.2618733509234827,1.1382743362831858,0.843343653250774,,0.8827814569536424,,0.775653282345443,,,1.308991135500211,,1.0,1.0930232558139534,1.0554089709762533,,0.9498327759197325,,1.1705632306057385,,1.0984042553191489,0.9212163096060815,0.983466362599772,1.0695704779189352,0.8596237337192475,6.0
US-ME,2020-07-27,0.7915567282321899,1.2881637168141593,1.0,,1.0410596026490067,,0.7922243467176545,,,1.326720135078092,,0.8031948881789137,0.9767441860465116,1.2437994722955146,,1.0321070234113712,,0.6604675876726886,,1.0352393617021278,0.9281271596406357,0.8717217787913341,0.9594676346037506,1.199710564399421,7.0
